,COUNTY,YEAR,MEDIAN_AGE_TOT,OVER_65
659,Snyder Pennsylvania,12,41.1,9.972879718616863
671,Somerset Pennsylvania,12,46.6,10.004283360790774
683,Sullivan Pennsylvania,12,55.0,10.230959446092978
695,Susquehanna Pennsylvania,12,48.9,9.914077068042056
707,Tioga Pennsylvania,12,45.2,9.92306668966027
719,Union Pennsylvania,12,39.2,10.204331856732631
731,Venango Pennsylvania,12,47.6,9.914296992184417
743,Warren Pennsylvania,12,47.8,9.897879615217779
755,Washington Pennsylvania,12,44.5,9.96107848113504
767,Wayne Pennsylvania,12,48.6,10.044208640797493
779,Westmoreland Pennsylvania,12,47.5,9.964475392592126
791,Wyoming Pennsylvania,12,45.6,9.944300962902142
803,York Pennsylvania,12,41.1,9.901547461575118
11,Bristol Rhode Island,12,44.5,10.020101487241899
23,Kent Rhode Island,12,43.9,10.021972463662259
35,Newport Rhode Island,12,45.7,10.085276918203746
47,Providence Rhode Island,12,37.6,10.06759665754205
59,Washington Rhode Island,12,45.3,10.139685611218615
11,Abbeville South Carolina,12,44.7,9.942703958902435
23,Aiken South Carolina,12,41.7,9.912166416967086
35,Allendale South Carolina,12,42.2,10.039617863720073
47,Anderson South Carolina,12,40.7,9.87160566356303
59,Bamberg South Carolina,12,43.7,10.01945826816437
71,Barnwell South Carolina,12,41.1,9.805573660500336
83,Beaufort South Carolina,12,47.2,9.962373908245802
95,Berkeley South Carolina,12,36.7,9.92348063025708
107,Calhoun South Carolina,12,47.6,9.931807874665019
119,Charleston South Carolina,12,38.5,10.096616237974168
131,Cherokee South Carolina,12,39.7,9.880657940663175
143,Chester South Carolina,12,42.1,9.844997518918248
155,Chesterfield South Carolina,12,42.6,9.870900328587075
167,Clarendon South Carolina,12,46.0,9.970840124462883
179,Colleton South Carolina,12,42.5,9.831740849855349
191,Darlington South Carolina,12,41.9,9.883723618241316
203,Dillon South Carolina,12,38.7,9.784202237606221
215,Dorchester South Carolina,12,37.8,9.884366343383965
227,Edgefield South Carolina,12,43.0,10.102531181217902
239,Fairfield South Carolina,12,47.2,9.928276726182485
251,Florence South Carolina,12,39.3,9.864037225311476
263,Georgetown South Carolina,12,50.8,9.90913848117422
275,Greenville South Carolina,12,38.3,9.919594416493805
287,Greenwood South Carolina,12,39.8,9.881823445509879
299,Hampton South Carolina,12,40.9,9.952289043803974
311,Horry South Carolina,12,47.8,9.985595951208904
323,Jasper South Carolina,12,42.6,9.966501512985069
335,Kershaw South Carolina,12,41.4,9.833201604784302
347,Lancaster South Carolina,12,42.6,9.878878096559605
359,Laurens South Carolina,12,41.3,9.888600299290298
371,Lee South Carolina,12,41.2,10.016710244830046
383,Lexington South Carolina,12,39.5,9.893186610878661
395,McCormick South Carolina,12,56.9,10.101965550036985
407,Marion South Carolina,12,42.3,9.841938219656196
419,Marlboro South Carolina,12,41.1,10.01750134007198
431,Newberry South Carolina,12,42.3,9.897198231009366
443,Oconee South Carolina,12,46.2,9.898803208206571
455,Orangeburg South Carolina,12,41.0,9.893205686103858
467,Pickens South Carolina,12,36.1,10.177785221146875
479,Richland South Carolina,12,34.0,10.114609665695752
491,Saluda South Carolina,12,43.3,9.871894690568064
503,Spartanburg South Carolina,12,38.3,9.904968338102162
515,Sumter South Carolina,12,36.7,9.884734026105452
527,Union South Carolina,12,44.2,9.871364767901596
539,Williamsburg South Carolina,12,43.7,9.932287276080086
551,York South Carolina,12,38.8,9.866234843173332
11,Aurora South Dakota,12,40.5,9.761723009814613
23,Beadle South Dakota,12,37.9,9.683189725247926
35,Bennett South Dakota,12,30.9,9.467132243684993
47,Bon Homme South Dakota,12,41.5,10.031806984495
59,Brookings South Dakota,12,27.7,10.255201414031987
83,Brule South Dakota,12,40.6,9.680687181423448
95,Buffalo South Dakota,12,26.4,9.37329255861366
119,Campbell South Dakota,12,55.3,9.941351744186045
131,Charles Mix South Dakota,12,36.5,9.520931984502798
143,Clark South Dakota,12,39.4,9.588169164882228
155,Clay South Dakota,12,25.6,10.454271499644634
167,Codington South Dakota,12,39.7,9.829686886357957
179,Corson South Dakota,12,29.3,9.340014684287812
191,Custer South Dakota,12,56.0,9.96344181899242
215,Day South Dakota,12,47.1,9.755733775811208
227,Deuel South Dakota,12,43.2,9.783773845093082
239,Dewey South Dakota,12,27.4,9.295892735913103
251,Douglas South Dakota,12,43.6,9.628757274905853
263,Edmunds South Dakota,12,44.5,9.770305562810133
275,Fall River South Dakota,12,53.1,9.921510502011024
287,Faulk South Dakota,12,42.4,9.649586776859504
299,Grant South Dakota,12,45.1,9.772986386840614
311,Gregory South Dakota,12,45.4,9.715985663082437
323,Haakon South Dakota,12,45.8,9.743970510795155
335,Hamlin South Dakota,12,33.6,9.481765087605451
347,Hand South Dakota,12,47.3,9.78793481667189
359,Hanson South Dakota,12,37.4,9.586852012742543
371,Harding South Dakota,12,40.7,9.820261941448383
383,Hughes South Dakota,12,39.2,9.798082848339611
395,Hutchinson South Dakota,12,42.8,9.649814840213963
407,Hyde South Dakota,12,45.9,9.8369715603382
419,Jackson South Dakota,12,30.6,9.379366028708134
431,Jerauld South Dakota,12,45.3,9.723447590660705
443,Jones South Dakota,12,48.6,9.752602436323366
455,Kingsbury South Dakota,12,44.2,9.733589795505162
467,Lake South Dakota,12,44.6,9.923935297335314
503,Lyman South Dakota,12,35.8,9.605871462576038
515,McCook South Dakota,12,39.1,9.618528464017185
527,McPherson South Dakota,12,46.4,9.634468263976462
539,Marshall South Dakota,12,41.4,9.763606889564336
551,Meade South Dakota,12,36.9,9.978501341239589
563,Mellette South Dakota,12,32.4,9.529548762736537
575,Miner South Dakota,12,44.0,9.729241877256317
599,Moody South Dakota,12,40.2,9.663047445255474
611,Oglala Lakota South Dakota,12,26.3,9.455759328489806
635,Perkins South Dakota,12,49.1,9.816788830715533
647,Potter South Dakota,12,50.6,9.786623316302833
659,Roberts South Dakota,12,37.8,9.522974793149894
671,Sanborn South Dakota,12,40.8,9.742662116040956
683,Spink South Dakota,12,42.9,9.812249058971142
695,Stanley South Dakota,12,41.8,9.723628147191736
707,Sully South Dakota,12,49.8,9.807189072609633
719,Todd South Dakota,12,23.7,9.218207723297631
731,Tripp South Dakota,12,44.0,9.743797096122037
743,Turner South Dakota,12,42.3,9.746218988549618
755,Union South Dakota,12,40.3,9.79376726085865
767,Walworth South Dakota,12,43.4,9.766954921803128
779,Yankton South Dakota,12,41.2,9.943683702989393
791,Ziebach South Dakota,12,34.0,9.888243831640057
11,Anderson Tennessee,12,42.9,9.907673621034581
23,Bedford Tennessee,12,37.3,9.816935208094462
35,Benton Tennessee,12,47.1,9.87259282178218
47,Bledsoe Tennessee,12,44.6,10.242339352097718
59,Blount Tennessee,12,44.0,9.951896489540754
71,Bradley Tennessee,12,40.1,9.946980852835075
83,Campbell Tennessee,12,44.3,9.920142061141508
95,Cannon Tennessee,12,42.3,9.896464095925875
107,Carroll Tennessee,12,42.5,9.886213850974178
119,Carter Tennessee,12,46.2,9.998868613785888
131,Cheatham Tennessee,12,41.1,9.921093269727297
143,Chester Tennessee,12,38.2,9.989836387812916
155,Claiborne Tennessee,12,43.2,10.018811602365531
167,Clay Tennessee,12,48.2,9.837977675640184
179,Cocke Tennessee,12,45.8,9.889062326408176
191,Coffee Tennessee,12,39.6,9.81864118895966
203,Crockett Tennessee,12,41.2,9.82468025298665
215,Cumberland Tennessee,12,52.5,9.903312954395242
227,Davidson Tennessee,12,34.5,10.157944893278628
239,Decatur Tennessee,12,46.7,9.858244019549002
251,DeKalb Tennessee,12,42.5,9.900756466569058
263,Dickson Tennessee,12,40.1,9.88581782457181
275,Dyer Tennessee,12,39.9,9.839013428779031
287,Fayette Tennessee,12,47.1,9.955974521673594
299,Fentress Tennessee,12,45.8,9.885320952329536
311,Franklin Tennessee,12,42.2,10.005359173616377
323,Gibson Tennessee,12,40.0,9.818126310219201
335,Giles Tennessee,12,43.7,9.900546429541135
347,Grainger Tennessee,12,45.6,9.918336192109777
359,Greene Tennessee,12,45.4,9.956875009048922
371,Grundy Tennessee,12,43.2,9.899247784315186
383,Hamblen Tennessee,12,40.9,9.85494348107309
395,Hamilton Tennessee,12,39.7,9.999265097715089
407,Hancock Tennessee,12,45.0,9.875075528700906
419,Hardeman Tennessee,12,40.7,10.079788423153692
431,Hardin Tennessee,12,45.9,9.882188523312022
443,Hawkins Tennessee,12,45.7,9.93776106786884
455,Haywood Tennessee,12,42.1,9.867550855293574
467,Henderson Tennessee,12,41.3,9.867030622043604
479,Henry Tennessee,12,46.2,9.873124130468389
491,Hickman Tennessee,12,41.5,9.972813567400111
503,Houston Tennessee,12,43.8,9.900719424460432
515,Humphreys Tennessee,12,43.4,9.879313313959745
527,Jackson Tennessee,12,48.1,9.96301544204989
539,Jefferson Tennessee,12,44.9,9.97208734746307
551,Johnson Tennessee,12,46.8,10.044232066561726
563,Knox Tennessee,12,37.7,10.046729943675809
575,Lake Tennessee,12,40.4,10.369783352337514
587,Lauderdale Tennessee,12,39.0,9.96547419342254
599,Lawrence Tennessee,12,39.6,9.774310180780208
611,Lewis Tennessee,12,43.4,9.861053146397131
623,Lincoln Tennessee,12,42.9,9.841904789617645
635,Loudon Tennessee,12,48.8,9.87779832803137
647,McMinn Tennessee,12,42.9,9.902013235676842
659,McNairy Tennessee,12,43.6,9.884393243558808
671,Macon Tennessee,12,38.3,9.81238517193724
683,Madison Tennessee,12,39.1,9.924529515022861
695,Marion Tennessee,12,43.8,9.893928806171514
707,Marshall Tennessee,12,39.8,9.882176
719,Maury Tennessee,12,39.0,9.881716414039238
731,Meigs Tennessee,12,45.3,9.91525519240058
743,Monroe Tennessee,12,44.6,9.881503920936728
755,Montgomery Tennessee,12,31.2,9.922089256577971
767,Moore Tennessee,12,45.7,9.949398890258939
779,Morgan Tennessee,12,42.7,10.048250245292717
791,Obion Tennessee,12,42.9,9.88429611892647
803,Overton Tennessee,12,43.3,9.898174542511578
815,Perry Tennessee,12,42.9,9.843350668647846
827,Pickett Tennessee,12,51.3,9.953902535657686
839,Polk Tennessee,12,46.2,9.945354087452472
851,Putnam Tennessee,12,36.5,10.064508692130351
863,Rhea Tennessee,12,41.0,9.879669551059788
875,Roane Tennessee,12,47.3,9.946485706792553
887,Robertson Tennessee,12,39.4,9.867118766797098
899,Rutherford Tennessee,12,34.0,9.97918052274403
911,Scott Tennessee,12,40.0,9.847108936015951
923,Sequatchie Tennessee,12,44.8,9.900758684946092
935,Sevier Tennessee,12,44.0,9.925068702290076
947,Shelby Tennessee,12,35.8,9.869937449715419
959,Smith Tennessee,12,41.1,9.880790792280598
971,Stewart Tennessee,12,44.6,9.900298942763397
983,Sullivan Tennessee,12,45.3,9.96367052315154
995,Sumner Tennessee,12,39.7,9.86935430749204
1007,Tipton Tennessee,12,38.4,9.860945794574588
1019,Trousdale Tennessee,12,34.9,10.284021623537752
1031,Unicoi Tennessee,12,46.9,9.965045014818543
1043,Union Tennessee,12,43.2,9.884598437812938
1055,Van Buren Tennessee,12,46.7,9.894873978201634
1067,Warren Tennessee,12,40.5,9.864682510841389
1079,Washington Tennessee,12,40.6,10.07768579710145
1091,Wayne Tennessee,12,43.4,10.14954717207461
1103,Weakley Tennessee,12,38.7,10.089555328852617
1115,White Tennessee,12,43.1,9.865390382153958
1127,Williamson Tennessee,12,39.4,9.733022666644295
1139,Wilson Tennessee,12,40.0,9.86519836578942
11,Anderson Texas,12,39.4,10.151890534337923
23,Andrews Texas,12,31.5,9.67759957230687
35,Angelina Texas,12,37.5,9.791356743354667
47,Aransas Texas,12,51.2,9.90281582305402
59,Archer Texas,12,44.1,9.85947620717877
71,Armstrong Texas,12,44.7,9.7809750927398
83,Atascosa Texas,12,35.7,9.756684847418528
95,Austin Texas,12,41.3,9.78966768779968
107,Bailey Texas,12,33.6,9.609942857142858
119,Bandera Texas,12,53.2,9.921218414676359
131,Bastrop Texas,12,38.2,9.787430542249473
143,Baylor Texas,12,43.6,9.789569677970931
155,Bee Texas,12,35.2,10.160700138185168
167,Bell Texas,12,31.5,9.855020610375727
179,Bexar Texas,12,34.0,9.926869952095126
191,Blanco Texas,12,50.1,9.933794317324617
215,Bosque Texas,12,46.9,9.823328873427883
227,Bowie Texas,12,38.3,9.88638854630275
239,Brazoria Texas,12,36.1,9.843704176730864
251,Brazos Texas,12,27.3,10.332049072688482
263,Brewster Texas,12,44.1,10.034130174942954
275,Briscoe Texas,12,46.1,9.934087968952134
287,Brooks Texas,12,35.4,9.696235725363033
299,Brown Texas,12,41.4,9.937814282695966
311,Burleson Texas,12,44.0,9.840156156807462
323,Burnet Texas,12,44.8,9.86810923060949
335,Caldwell Texas,12,36.5,9.967994228655185
347,Calhoun Texas,12,39.1,9.842888680131518
359,Callahan Texas,12,43.6,9.858968658108012
371,Cameron Texas,12,32.3,9.68395700947389
383,Camp Texas,12,38.3,9.714090423094547
395,Carson Texas,12,41.9,9.82651029362133
407,Cass Texas,12,44.5,9.816842070205821
419,Castro Texas,12,35.0,9.67211155378486
431,Chambers Texas,12,35.1,9.78057576932728
443,Cherokee Texas,12,38.2,9.788059871595182
455,Childress Texas,12,33.6,10.280810292909937
467,Clay Texas,12,47.4,9.900620762104861
479,Cochran Texas,12,36.5,9.767437784787942
491,Coke Texas,12,47.0,9.839090640684972
503,Coleman Texas,12,48.8,9.830311926605505
515,Collin Texas,12,37.2,9.868562040339025
527,Collingsworth Texas,12,38.5,9.774828767123287
539,Colorado Texas,12,43.1,9.790401526078258
551,Comal Texas,12,41.7,9.866510252290201
563,Comanche Texas,12,45.5,9.786982031536487
575,Concho Texas,12,48.8,9.929860601614086
587,Cooke Texas,12,40.0,9.830040962745716
599,Coryell Texas,12,32.2,10.144569525088544
611,Cottle Texas,12,44.6,9.823032904148784
623,Crane Texas,12,34.1,9.725682718365645
635,Crockett Texas,12,39.4,9.772344110854505
647,Crosby Texas,12,38.6,9.753982917901341
659,Culberson Texas,12,41.9,9.853477660064486
671,Dallam Texas,12,31.6,9.582763825991492
695,Dawson Texas,12,33.7,9.876312067881836
707,Deaf Smith Texas,12,31.4,9.641399762752076
719,Delta Texas,12,42.1,9.78992684299381
731,Denton Texas,12,36.1,9.96037463635882
743,DeWitt Texas,12,41.8,9.854950396825396
755,Dickens Texas,12,43.4,10.101944821347807
767,Dimmit Texas,12,34.9,9.682230343737652
779,Donley Texas,12,43.2,9.99731543624161
791,Duval Texas,12,36.5,9.797122882495295
803,Eastland Texas,12,42.4,9.916688453159042
815,Ector Texas,12,30.6,9.743649194154841
827,Edwards Texas,12,48.7,9.75812629399586
839,Ellis Texas,12,36.4,9.79719519980955
851,El Paso Texas,12,32.7,9.859518634761534
863,Erath Texas,12,31.6,10.16351117148344
875,Falls Texas,12,39.6,9.97731398508412
887,Fannin Texas,12,41.1,9.946361998085262
899,Fayette Texas,12,47.9,9.860960309319024
911,Fisher Texas,12,45.8,9.813002610966059
923,Floyd Texas,12,38.1,9.723406862745097
935,Foard Texas,12,50.2,9.887619047619049
947,Fort Bend Texas,12,36.8,9.778425700515468
959,Franklin Texas,12,43.4,9.797053613053613
971,Freestone Texas,12,42.1,9.859009991377999
983,Frio Texas,12,31.7,10.107736629567617
995,Gaines Texas,12,28.3,9.456369812023079
1007,Galveston Texas,12,38.1,9.874922473029967
1019,Garza Texas,12,34.6,10.374153154599455
1031,Gillespie Texas,12,50.3,9.831714095153401
1043,Glasscock Texas,12,36.9,9.881405251951739
1055,Goliad Texas,12,46.2,9.86944371898668
1067,Gonzales Texas,12,37.2,9.73063300859049
1079,Gray Texas,12,37.7,9.813931280270493
1091,Grayson Texas,12,39.4,9.836485772178662
1103,Gregg Texas,12,36.0,9.816063576586389
1115,Grimes Texas,12,40.3,9.914968836565096
1127,Guadalupe Texas,12,37.4,9.882163898661647
1139,Hale Texas,12,33.4,9.830311920014369
1151,Hall Texas,12,45.2,9.839136302294197
1163,Hamilton Texas,12,45.4,9.818863018555726
1175,Hansford Texas,12,34.0,9.641415076866087
1187,Hardeman Texas,12,43.7,9.8860157640478
1199,Hardin Texas,12,39.1,9.81696989687858
1223,Harrison Texas,12,38.6,9.801009721575285
1235,Hartley Texas,12,40.3,10.0420193687231
1247,Haskell Texas,12,43.2,10.149027925061858
1259,Hays Texas,12,32.8,10.094168755511726
1271,Hemphill Texas,12,36.4,9.638229903115999
1283,Henderson Texas,12,44.3,9.865505154888382
1295,Hidalgo Texas,12,29.7,9.635432545150437
1307,Hill Texas,12,41.6,9.81962945782968
1319,Hockley Texas,12,34.6,9.861022544633162
1331,Hood Texas,12,46.4,9.832623331116267
1343,Hopkins Texas,12,39.6,9.811498220256714
1355,Houston Texas,12,44.6,9.93837513061651
1367,Howard Texas,12,36.8,10.022768928649356
1379,Hudspeth Texas,12,35.8,10.155505525992632
1391,Hunt Texas,12,38.0,9.873136296326349
1403,Hutchinson Texas,12,38.1,9.800558792625848
1415,Irion Texas,12,43.3,9.858919270833333
1427,Jack Texas,12,38.3,9.986379406827085
1439,Jackson Texas,12,38.2,9.77589430894309
1451,Jasper Texas,12,41.6,9.783827296011708
1463,Jeff Davis Texas,12,58.7,10.351231310466138
1475,Jefferson Texas,12,36.5,9.899685965853756
1487,Jim Hogg Texas,12,34.4,9.59623076923077
1499,Jim Wells Texas,12,35.4,9.741450521219308
1511,Johnson Texas,12,36.8,9.802674371647793
1523,Jones Texas,12,38.6,10.2439177413733
1535,Karnes Texas,12,35.0,10.135183642074226
1547,Kaufman Texas,12,35.1,9.765038853063444
1559,Kendall Texas,12,42.6,9.830714089941177
1571,Kenedy Texas,12,37.4,9.97871287128713
1583,Kent Texas,12,47.7,9.815879265091864
1595,Kerr Texas,12,48.3,9.911830798479087
1607,Kimble Texas,12,50.6,9.918053954346322
1631,Kinney Texas,12,42.5,10.039950913553314
1643,Kleberg Texas,12,28.4,10.07498044328553
1655,Knox Texas,12,39.5,9.695278384279476
1667,Lamar Texas,12,40.2,9.816727170621151
1679,Lamb Texas,12,36.9,9.694942992321414
1691,Lampasas Texas,12,43.8,9.866240433078215
1703,La Salle Texas,12,31.6,10.28026595744681
1715,Lavaca Texas,12,43.6,9.76836360027786
1727,Lee Texas,12,42.2,9.905458553280353
1739,Leon Texas,12,45.7,9.770725120661918
1751,Liberty Texas,12,34.8,9.77756265657058
1763,Limestone Texas,12,40.7,9.908465247258608
1775,Lipscomb Texas,12,38.9,9.795515001546551
1787,Live Oak Texas,12,41.6,10.003571721143606
1799,Llano Texas,12,57.8,9.90327139252122
1823,Lubbock Texas,12,31.1,10.05038204070593
1835,Lynn Texas,12,37.1,9.707797008906066
1847,McCulloch Texas,12,43.0,9.852329659318638
1859,McLennan Texas,12,33.4,9.937431173355467
1871,McMullen Texas,12,48.6,9.91736204576043
1883,Madison Texas,12,34.7,10.115842901148138
1895,Marion Texas,12,51.1,9.892744063324539
1907,Martin Texas,12,32.6,9.59636111592445
1919,Mason Texas,12,49.5,9.844057089377632
1931,Matagorda Texas,12,37.8,9.75978495210545
1943,Maverick Texas,12,29.8,9.678720070842274
1955,Medina Texas,12,39.4,9.901546991315136
1967,Menard Texas,12,53.8,9.848362956033675
1979,Midland Texas,12,32.1,9.803441119254433
1991,Milam Texas,12,42.3,9.790690085807517
2003,Mills Texas,12,49.8,9.819372050071825
2015,Mitchell Texas,12,35.3,10.139882972498537
2027,Montague Texas,12,43.9,9.808956504188112
2039,Montgomery Texas,12,37.1,9.802297202296378
2051,Moore Texas,12,31.6,9.610964660936007
2063,Morris Texas,12,42.7,9.79614949951566
2075,Motley Texas,12,49.2,9.872666666666667
2087,Nacogdoches Texas,12,31.5,10.019162934789277
2099,Navarro Texas,12,37.9,9.722066130544968
2111,Newton Texas,12,44.1,9.97941154836337
2123,Nolan Texas,12,38.0,9.747043631915183
2135,Nueces Texas,12,36.1,9.911039376859678
2147,Ochiltree Texas,12,32.3,9.624267995119968
2159,Oldham Texas,12,40.2,10.001041666666667
2171,Orange Texas,12,38.2,9.817523622236077
2183,Palo Pinto Texas,12,41.6,9.816149919490218
2195,Panola Texas,12,40.7,9.847921876347332
2207,Parker Texas,12,39.3,9.803379806548245
2219,Parmer Texas,12,35.1,9.711098386257158
2231,Pecos Texas,12,35.8,9.920230044871388
2243,Polk Texas,12,44.0,9.942788152590891
2255,Potter Texas,12,34.2,9.79200442873568
2267,Presidio Texas,12,39.7,9.63509844868735
2279,Rains Texas,12,47.8,9.850551382451654
2291,Randall Texas,12,36.3,9.932470427628473
2303,Reagan Texas,12,34.1,9.739179007534425
2315,Real Texas,12,52.6,9.938760139049826
2327,Red River Texas,12,47.7,9.888688347334275
2339,Reeves Texas,12,33.6,10.128668002003005
2351,Refugio Texas,12,44.1,9.823560736902706
2363,Roberts Texas,12,41.6,9.835597189695552
2375,Robertson Texas,12,40.6,9.816129787981726
2387,Rockwall Texas,12,37.8,9.78243149216032
2399,Runnels Texas,12,41.5,9.828867887763055
2411,Rusk Texas,12,39.3,9.955727309487925
2423,Sabine Texas,12,53.4,9.862777461582242
2435,San Augustine Texas,12,50.0,9.840718708267573
2447,San Jacinto Texas,12,45.5,9.839547454866766
2459,San Patricio Texas,12,36.2,9.797065787501873
2471,San Saba Texas,12,41.1,9.995227085053674
2483,Schleicher Texas,12,39.2,9.867239527389904
2495,Scurry Texas,12,36.7,9.870244866191703
2507,Shackelford Texas,12,44.2,9.806493108728944
2519,Shelby Texas,12,38.6,9.734850043522988
2531,Sherman Texas,12,37.6,9.715949702183984
2543,Smith Texas,12,36.8,9.864579744018284
2555,Somervell Texas,12,42.7,9.884826906222612
2567,Starr Texas,12,29.0,9.597589466681107
2579,Stephens Texas,12,40.1,9.92762118300235
2591,Sterling Texas,12,36.4,9.738497288923314
2603,Stonewall Texas,12,47.7,9.795333333333334
2615,Sutton Texas,12,41.7,9.809242584745762
2627,Swisher Texas,12,36.3,9.85890225767203
2651,Taylor Texas,12,32.6,9.93917875306084
2663,Terrell Texas,12,51.0,9.887886597938145
2675,Terry Texas,12,34.6,9.754932317419145
2687,Throckmorton Texas,12,51.1,9.864823451032645
2699,Titus Texas,12,34.2,9.670418320610688
2711,Tom Green Texas,12,34.5,9.953980704697987
2723,Travis Texas,12,34.8,10.171162224067746
2735,Trinity Texas,12,48.9,9.847443860487338
2747,Tyler Texas,12,42.5,10.008882428940568
2759,Upshur Texas,12,41.0,9.806648624050966
2771,Upton Texas,12,35.1,9.713180202351653
2783,Uvalde Texas,12,34.5,9.776466848659362
2795,Val Verde Texas,12,31.9,9.76150739418664
2807,Van Zandt Texas,12,42.7,9.818284149142958
2819,Victoria Texas,12,36.3,9.835349246340298
2831,Walker Texas,12,36.2,10.430557344698578
2843,Waller Texas,12,29.6,10.016500742135177
2855,Ward Texas,12,33.9,9.72361226871145
2867,Washington Texas,12,41.6,9.911922412351597
2879,Webb Texas,12,29.1,9.632654381678066
2891,Wharton Texas,12,37.4,9.778212532486284
2903,Wheeler Texas,12,40.1,9.734988132911392
2915,Wichita Texas,12,34.6,10.016264085305908
2927,Wilbarger Texas,12,39.5,9.957044404416948
2939,Willacy Texas,12,33.1,10.042752130349283
2951,Williamson Texas,12,36.7,9.903643715784073
2963,Wilson Texas,12,40.2,9.840575680438613
2975,Winkler Texas,12,33.3,9.728751560549314
2987,Wise Texas,12,38.9,9.811655521262002
2999,Wood Texas,12,48.9,9.90717626649685
3011,Yoakum Texas,12,30.6,9.55108458625043
3023,Young Texas,12,41.6,9.785430316490839
3035,Zapata Texas,12,30.0,9.542986106213414
3047,Zavala Texas,12,31.4,9.765489864864865
11,Beaver Utah,12,33.5,9.54806259314456
23,Box Elder Utah,12,32.9,9.633103165257111
35,Cache Utah,12,25.5,9.851394117968026
47,Carbon Utah,12,37.6,9.80157357181254
71,Davis Utah,12,31.5,9.671002107004313
83,Duchesne Utah,12,32.2,9.53155782927074
95,Emery Utah,12,37.7,9.662774670395525
107,Garfield Utah,12,42.4,9.84921797663829
119,Grand Utah,12,41.0,9.930182489235186
131,Iron Utah,12,29.4,9.824019402250224
143,Juab Utah,12,29.7,9.536797869684614
155,Kane Utah,12,42.1,9.771760081156481
167,Millard Utah,12,35.5,9.547126175310888
179,Morgan Utah,12,32.5,9.474142197294622
191,Piute Utah,12,46.1,9.75395537525355
203,Rich Utah,12,36.3,9.617519130084574
227,San Juan Utah,12,33.7,9.669303632087798
239,Sanpete Utah,12,33.3,9.964229613109667
251,Sevier Utah,12,36.2,9.687243293246993
263,Summit Utah,12,40.1,9.857019812551904
275,Tooele Utah,12,31.8,9.65651060767517
287,Uintah Utah,12,31.8,9.594330329658028
299,Utah Utah,12,25.2,9.739469221278302
311,Wasatch Utah,12,35.0,9.635416972221407
323,Washington Utah,12,38.4,9.773515961161548
335,Wayne Utah,12,42.8,9.789302840280339
347,Weber Utah,12,33.0,9.819590105029341
11,Addison Vermont,12,43.8,10.141496043722979
23,Bennington Vermont,12,47.1,9.957177896814208
35,Caledonia Vermont,12,45.5,9.970509785616644
47,Chittenden Vermont,12,36.8,10.251241344780002
59,Essex Vermont,12,51.8,9.905208502352751
71,Franklin Vermont,12,41.1,9.902698271325047
83,Grand Isle Vermont,12,48.3,9.970463026952315
95,Lamoille Vermont,12,41.4,9.994850563835659
107,Orange Vermont,12,46.7,9.986802575107296
119,Orleans Vermont,12,45.9,9.939042793209307
131,Rutland Vermont,12,47.1,10.010639102266673
143,Washington Vermont,12,43.6,10.042383879196699
155,Windham Vermont,12,48.0,9.986736772298801
167,Windsor Vermont,12,48.2,9.970872834259561
11,Accomack Virginia,12,47.0,9.830207946528036
23,Albemarle Virginia,12,39.6,10.052150370438124
35,Alleghany Virginia,12,48.8,9.932086137281292
47,Amelia Virginia,12,45.1,9.875017116774439
59,Amherst Virginia,12,45.5,9.934488213890207
71,Appomattox Virginia,12,43.2,9.893859593991579
83,Arlington Virginia,12,35.0,10.325208366759274
95,Augusta Virginia,12,45.7,9.991711003467534
107,Bath Virginia,12,51.8,10.023583313238486
119,Bedford Virginia,12,47.0,9.899983543678873
131,Bland Virginia,12,47.3,10.13173566878981
143,Botetourt Virginia,12,48.2,9.91681977318292
155,Brunswick Virginia,12,44.1,10.141710307436387
167,Buchanan Virginia,12,47.7,10.000937916587317
179,Buckingham Virginia,12,43.9,10.076737811989736
191,Campbell Virginia,12,43.4,9.989749476177462
203,Caroline Virginia,12,40.0,9.875085435313263
215,Carroll Virginia,12,48.9,9.946255580544461
227,Charles City Virginia,12,51.8,10.049088036765763
239,Charlotte Virginia,12,46.5,9.842971380471381
251,Chesterfield Virginia,12,39.2,9.887305627519119
263,Clarke Virginia,12,47.9,9.89793419522539
275,Craig Virginia,12,49.0,9.96745273825765
287,Culpeper Virginia,12,39.3,9.79913126128695
299,Cumberland Virginia,12,46.7,9.943082964156263
311,Dickenson Virginia,12,45.5,9.935849979047353
323,Dinwiddie Virginia,12,43.3,9.969005745515695
335,Essex Virginia,12,47.5,9.959417511184151
347,Fairfax Virginia,12,38.5,9.921926795941202
359,Fauquier Virginia,12,41.6,9.837291848024487
371,Floyd Virginia,12,47.6,9.897745888627849
383,Fluvanna Virginia,12,43.6,9.969108910891089
395,Franklin Virginia,12,48.4,9.9126440883623
407,Frederick Virginia,12,40.9,9.868159170557478
419,Giles Virginia,12,45.3,9.905460526315789
431,Gloucester Virginia,12,44.8,9.93479704401842
443,Goochland Virginia,12,48.9,9.988670904727824
455,Grayson Virginia,12,48.7,10.0123922829582
467,Greene Virginia,12,41.0,9.81154447752157
479,Greensville Virginia,12,41.0,10.238267466478476
491,Halifax Virginia,12,47.0,9.871634572852466
503,Hanover Virginia,12,42.8,9.890733626561254
515,Henrico Virginia,12,38.9,9.943397578124527
527,Henry Virginia,12,48.0,9.89817433787606
539,Highland Virginia,12,58.9,9.983972602739726
